station,valid,tmpf,relh,wd,ws,visibility
OBBI,1/1/16 0:00,64.4,93.88,70,3,3.11
OBBI,1/1/16 1:00,66.2,93.92,90,3,3.11
OBBI,1/1/16 2:00,66.2,93.92,100,7,2.49
OBBI,1/1/16 3:00,66.2,93.92,110,8,3.11
OBBI,1/1/16 4:00,68,88.26,130,5,6.21
OBBI,1/1/16 5:00,68,88.26,130,8,6.21
OBBI,1/1/16 6:00,69.8,82.98,130,9,6.21
OBBI,1/1/16 7:00,71.6,83.09,130,13,6.21
OBBI,1/1/16 8:00,75.2,73.61,140,12,6.21
OBBI,1/1/16 9:00,75.2,73.61,130,13,6.21
OBBI,1/1/16 10:00,77,69.33,140,13,6.21
OBBI,1/1/16 11:00,77,69.33,140,11,6.21
OBBI,1/1/16 12:00,78.8,57.6,140,7,6.21
OBBI,1/1/16 13:00,75.2,73.61,110,7,6.21
OBBI,1/1/16 14:00,75.2,64.91,120,6,6.21
OBBI,1/1/16 15:00,71.6,78.04,120,6,6.21
OBBI,1/1/16 16:00,71.6,78.04,130,10,6.21
OBBI,1/1/16 17:00,69.8,82.98,110,8,6.21
OBBI,1/1/16 18:00,69.8,88.34,110,8,6.21
OBBI,1/1/16 19:00,69.8,88.34,130,8,6.21
OBBI,1/1/16 20:00,69.8,88.34,90,3,4.97
OBBI,1/1/16 21:00,69.8,88.34,110,5,4.97
OBBI,1/1/16 22:00,69.8,88.34,120,6,4.97
OBBI,1/2/16 0:00,69.8,94.01,130,11,4.97
OBBI,1/2/16 1:00,69.8,88.34,140,4,3.73
OBBI,1/2/16 2:00,69.8,88.34,180,4,3.73
OBBI,1/2/16 3:00,68,93.97,290,6,3.11
OBBI,1/2/16 4:00,68,88.26,310,9,2.49
OBBI,1/2/16 5:00,69.8,82.98,330,9,3.11
OBBI,1/2/16 6:00,69.8,88.34,330,7,2.49
OBBI,1/2/16 7:00,69.8,88.34,360,14,3.11
OBBI,1/2/16 8:00,69.8,88.34,360,14,3.11
OBBI,1/2/16 9:00,69.8,82.98,10,15,3.73
OBBI,1/2/16 10:00,71.6,73.27,360,15,5.59
OBBI,1/2/16 11:00,71.6,73.27,360,16,6.21
OBBI,1/2/16 12:00,69.8,68.55,350,18,6.21
OBBI,1/2/16 13:00,69.8,73.09,350,16,6.21
OBBI,1/2/16 14:00,68,68.35,340,16,6.21
OBBI,1/2/16 15:00,68,64.04,350,15,6.21
OBBI,1/2/16 16:00,68,64.04,340,16,6.21
OBBI,1/2/16 17:00,68,59.97,340,17,6.21
OBBI,1/2/16 18:00,68,59.97,340,15,6.21
OBBI,1/2/16 19:00,66.2,72.74,330,18,6.21
OBBI,1/2/16 20:00,66.2,68.15,330,19,6.21
OBBI,1/2/16 21:00,66.2,68.15,330,18,6.21
OBBI,1/2/16 22:00,64.4,67.95,330,19,6.21
OBBI,1/2/16 23:00,64.4,72.56,330,20,6.21
OBBI,1/3/16 0:00,64.4,67.95,330,20,6.21
OBBI,1/3/16 1:00,64.4,67.95,320,19,6.21
OBBI,1/3/16 2:00,62.6,67.75,320,22,6.21
OBBI,1/3/16 3:00,62.6,63.38,320,23,6.21
OBBI,1/3/16 4:00,62.6,63.38,320,23,6.21
OBBI,1/3/16 5:00,62.6,63.38,320,25,6.21
OBBI,1/3/16 6:00,64.4,59.5,320,24,6.21
OBBI,1/3/16 7:00,62.6,59.26,320,25,6.21
OBBI,1/3/16 8:00,64.4,51.98,320,28,6.21
OBBI,1/3/16 9:00,62.6,51.72,320,27,6.21
OBBI,1/3/16 10:00,62.6,51.72,320,27,6.21
OBBI,1/3/16 11:00,62.6,48.28,320,26,6.21
OBBI,1/3/16 12:00,62.6,48.28,310,25,6.21
OBBI,1/3/16 13:00,60.8,51.45,320,25,6.21
OBBI,1/3/16 14:00,59,54.86,330,23,6.21
OBBI,1/3/16 15:00,59,54.86,320,23,6.21
OBBI,1/3/16 16:00,59,58.77,330,21,6.21
OBBI,1/3/16 17:00,59,58.77,320,24,6.21
OBBI,1/3/16 18:00,59,58.77,330,20,6.21
OBBI,1/3/16 19:00,59,58.77,320,22,6.21
OBBI,1/3/16 20:00,59,58.77,330,20,6.21
OBBI,1/3/16 21:00,59,62.92,330,20,6.21
OBBI,1/3/16 22:00,59,62.92,330,20,6.21
OBBI,1/3/16 23:00,59,58.77,340,19,6.21
OBBI,1/4/16 0:00,59,62.92,330,16,6.21
OBBI,1/4/16 1:00,59,62.92,330,16,6.21
OBBI,1/4/16 2:00,59,62.92,330,18,6.21
OBBI,1/4/16 3:00,59,62.92,330,17,6.21
OBBI,1/4/16 4:00,59,67.33,320,17,6.21
OBBI,1/4/16 5:00,60.8,63.15,320,16,6.21
OBBI,1/4/16 6:00,60.8,72.2,310,16,6.21
OBBI,1/4/16 7:00,64.4,59.5,320,17,6.21
OBBI,1/4/16 8:00,64.4,55.63,320,19,6.21
OBBI,1/4/16 9:00,64.4,59.5,310,19,6.21
OBBI,1/4/16 10:00,64.4,59.5,310,20,6.21
OBBI,1/4/16 11:00,64.4,59.5,320,18,6.21
OBBI,1/4/16 12:00,64.4,59.5,320,17,6.21
OBBI,1/4/16 13:00,64.4,59.5,310,17,6.21
OBBI,1/4/16 14:00,62.6,63.38,320,15,6.21
OBBI,1/4/16 15:00,62.6,67.75,320,14,6.21
OBBI,1/4/16 16:00,62.6,67.75,330,13,6.21
OBBI,1/4/16 17:00,62.6,67.75,330,10,6.21
OBBI,1/4/16 18:00,62.6,67.75,310,9,6.21
OBBI,1/4/16 19:00,60.8,72.2,310,9,6.21
OBBI,1/4/16 20:00,60.8,72.2,320,8,6.21
OBBI,1/4/16 21:00,59,82.25,290,9,6.21
OBBI,1/4/16 22:00,59,76.98,280,8,6.21
OBBI,1/4/16 23:00,59,82.25,280,8,6.21
OBBI,1/5/16 0:00,59,82.25,280,8,6.21
OBBI,1/5/16 1:00,59,82.25,290,7,6.21
OBBI,1/5/16 2:00,60.8,77.14,290,9,6.21
OBBI,1/5/16 3:00,60.8,82.37,280,7,6.21
OBBI,1/5/16 4:00,60.8,77.14,290,7,6.21
OBBI,1/5/16 5:00,60.8,82.37,290,9,5.59
OBBI,1/5/16 6:00,62.6,77.29,280,9,5.59
OBBI,1/5/16 7:00,62.6,77.29,300,10,5.59
OBBI,1/5/16 8:00,64.4,77.45,270,9,5.59
OBBI,1/5/16 9:00,64.4,72.56,280,8,4.35
OBBI,1/5/16 10:00,66.2,68.15,280,8,4.35
OBBI,1/5/16 11:00,66.2,68.15,300,10,4.35
OBBI,1/5/16 12:00,66.2,68.15,290,6,5.59
OBBI,1/5/16 13:00,64.4,72.56,310,9,5.59
OBBI,1/5/16 14:00,64.4,72.56,310,9,5.59
OBBI,1/5/16 15:00,64.4,77.45,310,6,5.59
OBBI,1/5/16 16:00,62.6,77.29,310,5,5.59
OBBI,1/5/16 17:00,64.4,72.56,290,4,6.21
OBBI,1/5/16 18:00,62.6,82.5,300,5,6.21
OBBI,1/5/16 19:00,62.6,77.29,270,4,6.21
OBBI,1/5/16 20:00,62.6,77.29,260,3,6.21
OBBI,1/5/16 21:00,60.8,87.92,260,4,6.21
OBBI,1/5/16 22:00,60.8,82.37,260,5,6.21
OBBI,1/5/16 23:00,60.8,77.14,260,5,6.21
OBBI,1/6/16 0:00,60.8,82.37,270,3,6.21
OBBI,1/6/16 1:00,60.8,82.37,260,4,6.21
OBBI,1/6/16 2:00,59,87.83,260,4,3.73
OBBI,1/6/16 3:00,59,87.83,260,4,3.73
OBBI,1/6/16 4:00,59,87.83,270,4,5.59
OBBI,1/6/16 5:00,62.6,67.75,290,6,6.21
OBBI,1/6/16 6:00,64.4,63.6,270,6,6.21
OBBI,1/6/16 7:00,66.2,45.6,280,7,6.21
OBBI,1/6/16 8:00,68,37.32,270,7,6.21
OBBI,1/6/16 9:00,68,32.43,270,8,6.21
OBBI,1/6/16 10:00,69.8,32.72,310,8,6.21
OBBI,1/6/16 11:00,68,34.8,310,7,6.21
OBBI,1/6/16 12:00,71.6,30.77,300,6,6.21
OBBI,1/6/16 13:00,68,42.85,360,6,6.21
OBBI,1/6/16 14:00,66.2,52.25,340,5,6.21
OBBI,1/6/16 15:00,66.2,52.25,350,4,6.21
OBBI,1/6/16 16:00,64.4,59.5,330,4,6.21
OBBI,1/6/16 17:00,64.4,63.6,340,5,6.21
OBBI,1/6/16 18:00,64.4,63.6,330,5,6.21
OBBI,1/6/16 19:00,64.4,67.95,320,4,6.21
OBBI,1/6/16 20:00,64.4,72.56,270,3,6.21
OBBI,1/6/16 21:00,64.4,72.56,260,5,6.21
OBBI,1/6/16 22:00,64.4,67.95,250,5,6.21
OBBI,1/6/16 23:00,62.6,77.29,260,5,6.21
OBBI,1/7/16 0:00,62.6,72.38,260,7,5.59
OBBI,1/7/16 1:00,62.6,67.75,260,5,5.59
OBBI,1/7/16 2:00,60.8,82.37,260,5,4.35
OBBI,1/7/16 3:00,60.8,77.14,280,6,4.35
OBBI,1/7/16 4:00,60.8,77.14,290,8,4.35
OBBI,1/7/16 5:00,62.6,77.29,290,11,6.21
OBBI,1/7/16 6:00,64.4,77.45,300,13,6.21
OBBI,1/7/16 7:00,66.2,72.74,300,12,6.21
OBBI,1/7/16 8:00,66.2,72.74,310,11,4.35
OBBI,1/7/16 9:00,68,72.92,310,10,4.35
OBBI,1/7/16 10:00,68,72.92,310,11,4.97
OBBI,1/7/16 11:00,68,72.92,300,10,4.97
OBBI,1/7/16 12:00,68,72.92,300,10,4.97
OBBI,1/7/16 13:00,68,72.92,300,7,4.97
OBBI,1/7/16 14:00,66.2,72.74,310,8,6.21
OBBI,1/7/16 15:00,66.2,77.6,330,4,6.21
OBBI,1/7/16 16:00,66.2,77.6,350,5,6.21
OBBI,1/7/16 17:00,64.4,82.62,300,2,5.59
OBBI,1/7/16 18:00,64.4,82.62,M,2,4.97
OBBI,1/7/16 19:00,64.4,82.62,240,3,4.97
OBBI,1/7/16 20:00,64.4,77.45,220,2,4.97
OBBI,1/7/16 21:00,64.4,77.45,220,3,4.35
OBBI,1/7/16 22:00,62.6,82.5,0,0,4.35
OBBI,1/7/16 23:00,62.6,82.5,250,2,4.35
OBBI,1/8/16 0:00,60.8,87.92,0,0,3.73
OBBI,1/8/16 1:00,60.8,87.92,230,2,3.73
OBBI,1/8/16 2:00,59,87.83,M,1,3.73
OBBI,1/8/16 3:00,59,87.83,0,0,3.73
OBBI,1/8/16 4:00,59,87.83,180,2,3.73
OBBI,1/8/16 5:00,64.4,82.62,180,3,4.35
OBBI,1/8/16 6:00,66.2,72.74,190,4,4.97
OBBI,1/8/16 7:00,68,68.35,190,6,5.59
OBBI,1/8/16 8:00,69.8,60.21,180,6,5.59
OBBI,1/8/16 9:00,69.8,52.77,170,8,5.59
OBBI,1/8/16 10:00,69.8,49.37,130,10,5.59
OBBI,1/8/16 11:00,69.8,49.37,160,7,5.59
OBBI,1/8/16 12:00,71.6,46.43,130,9,5.59
OBBI,1/8/16 13:00,69.8,56.38,100,5,5.59
OBBI,1/8/16 14:00,68,68.35,90,5,5.59
OBBI,1/8/16 15:00,66.2,72.74,100,8,4.97
OBBI,1/8/16 16:00,66.2,82.74,100,10,4.97
OBBI,1/8/16 17:00,68,68.35,120,12,4.97
OBBI,1/8/16 18:00,66.2,72.74,130,10,5.59
OBBI,1/8/16 19:00,66.2,72.74,130,7,5.59
OBBI,1/8/16 20:00,66.2,68.15,140,8,4.97
OBBI,1/8/16 21:00,66.2,63.82,140,10,4.35
OBBI,1/8/16 22:00,66.2,63.82,140,8,4.35
OBBI,1/8/16 23:00,66.2,68.15,140,8,4.35
OBBI,1/9/16 0:00,64.4,72.56,130,8,3.73
OBBI,1/9/16 1:00,66.2,68.15,130,9,3.73
OBBI,1/9/16 2:00,66.2,68.15,140,10,3.73
OBBI,1/9/16 3:00,66.2,68.15,140,12,3.73
OBBI,1/9/16 4:00,66.2,68.15,140,9,4.35
OBBI,1/9/16 5:00,68,68.35,140,12,5.59
OBBI,1/9/16 6:00,68,72.92,160,8,5.59
OBBI,1/9/16 7:00,69.8,68.55,150,11,5.59
OBBI,1/9/16 8:00,69.8,68.55,160,9,5.59
OBBI,1/9/16 9:00,71.6,56.63,150,9,4.35
OBBI,1/9/16 10:00,71.6,60.44,170,6,4.35
OBBI,1/9/16 11:00,73.4,49.9,170,9,4.35
OBBI,1/9/16 12:00,75.2,41.14,160,7,5.59
OBBI,1/9/16 13:00,75.2,38.46,160,7,5.59
OBBI,1/9/16 14:00,75.2,38.46,150,7,5.59
OBBI,1/9/16 15:00,73.4,49.9,170,4,4.97
OBBI,1/9/16 16:00,73.4,49.9,180,3,4.35
OBBI,1/9/16 17:00,69.8,68.55,210,3,4.35
OBBI,1/9/16 18:00,69.8,64.26,280,6,4.35
OBBI,1/9/16 19:00,68,77.75,300,10,4.35
OBBI,1/9/16 20:00,66.2,88.18,300,13,4.35
OBBI,1/9/16 21:00,66.2,88.18,300,14,3.11
OBBI,1/9/16 22:00,68,82.86,310,13,3.11
OBBI,1/9/16 23:00,66.2,77.6,310,15,3.73
OBBI,1/10/16 0:00,66.2,72.74,310,16,3.73
OBBI,1/10/16 1:00,66.2,77.6,330,15,3.73
OBBI,1/10/16 2:00,66.2,68.15,330,15,3.73
OBBI,1/10/16 3:00,66.2,63.82,330,15,3.73
OBBI,1/10/16 4:00,66.2,63.82,340,15,3.11
OBBI,1/10/16 5:00,68,59.97,340,15,3.11
OBBI,1/10/16 6:00,68,59.97,340,16,3.11
OBBI,1/10/16 7:00,68,59.97,330,16,3.73
OBBI,1/10/16 8:00,69.8,56.38,330,16,4.35
OBBI,1/10/16 9:00,69.8,56.38,330,17,4.35
OBBI,1/10/16 10:00,69.8,56.38,320,17,4.35
OBBI,1/10/16 11:00,68,59.97,320,18,4.35
OBBI,1/10/16 12:00,68,52.51,320,18,6.21
OBBI,1/10/16 13:00,68,56.13,320,18,6.21
OBBI,1/10/16 14:00,66.2,55.88,320,18,6.21
OBBI,1/10/16 15:00,66.2,55.88,320,16,6.21
OBBI,1/10/16 16:00,64.4,55.63,320,17,6.21
OBBI,1/10/16 17:00,64.4,48.55,320,17,6.21
OBBI,1/10/16 18:00,64.4,55.63,320,16,6.21
OBBI,1/10/16 19:00,64.4,51.98,320,16,6.21
OBBI,1/10/16 20:00,64.4,55.63,320,16,6.21
OBBI,1/10/16 21:00,62.6,55.37,330,17,6.21
OBBI,1/10/16 22:00,62.6,55.37,330,15,6.21
OBBI,1/10/16 23:00,62.6,63.38,320,16,6.21
OBBI,1/11/16 0:00,62.6,59.26,330,16,6.21
OBBI,1/11/16 1:00,62.6,63.38,320,16,6.21
OBBI,1/11/16 2:00,62.6,63.38,320,19,6.21
OBBI,1/11/16 3:00,62.6,63.38,320,17,6.21
OBBI,1/11/16 4:00,62.6,63.38,320,17,6.21
OBBI,1/11/16 5:00,64.4,63.6,320,17,6.21
OBBI,1/11/16 6:00,62.6,72.38,300,17,6.21
OBBI,1/11/16 7:00,64.4,67.95,310,17,6.21
OBBI,1/11/16 8:00,66.2,59.74,320,18,6.21
OBBI,1/11/16 9:00,66.2,59.74,320,18,6.21
OBBI,1/11/16 10:00,66.2,59.74,320,19,6.21
OBBI,1/11/16 11:00,66.2,59.74,320,17,6.21
OBBI,1/11/16 12:00,66.2,55.88,330,16,6.21
OBBI,1/11/16 13:00,64.4,59.5,330,16,6.21
OBBI,1/11/16 14:00,64.4,63.6,320,14,6.21
OBBI,1/11/16 15:00,64.4,59.5,310,14,6.21
OBBI,1/11/16 16:00,62.6,67.75,310,13,6.21
OBBI,1/11/16 17:00,62.6,67.75,310,14,6.21
OBBI,1/11/16 18:00,62.6,63.38,300,14,6.21
OBBI,1/11/16 19:00,62.6,67.75,290,10,6.21
OBBI,1/11/16 20:00,60.8,72.2,290,9,6.21
OBBI,1/11/16 21:00,59,82.25,300,13,6.21
OBBI,1/11/16 22:00,59,82.25,310,14,6.21
OBBI,1/11/16 23:00,59,82.25,290,8,6.21
OBBI,1/12/16 0:00,59,87.83,300,9,6.21
OBBI,1/12/16 1:00,59,82.25,300,11,6.21
OBBI,1/12/16 2:00,59,87.83,290,8,6.21
OBBI,1/12/16 3:00,59,82.25,280,7,6.21
OBBI,1/12/16 4:00,59,82.25,270,7,3.11
OBBI,1/12/16 5:00,59,76.98,290,10,4.35
OBBI,1/12/16 6:00,60.8,72.2,300,12,4.35
OBBI,1/12/16 7:00,62.6,67.75,290,11,4.97
OBBI,1/12/16 8:00,62.6,67.75,300,12,4.97
OBBI,1/12/16 9:00,64.4,63.6,300,14,5.59
OBBI,1/12/16 10:00,64.4,67.95,300,14,6.21
OBBI,1/12/16 11:00,64.4,67.95,310,14,4.97
OBBI,1/12/16 12:00,64.4,72.56,320,14,4.97
OBBI,1/12/16 13:00,64.4,72.56,320,13,4.97
OBBI,1/12/16 14:00,64.4,72.56,330,11,4.97
OBBI,1/12/16 15:00,64.4,77.45,320,8,4.97
OBBI,1/12/16 16:00,64.4,77.45,330,8,4.35
OBBI,1/12/16 17:00,64.4,77.45,310,11,4.35
OBBI,1/12/16 18:00,64.4,72.56,320,9,4.35
OBBI,1/12/16 19:00,64.4,67.95,300,9,6.21
OBBI,1/12/16 20:00,64.4,67.95,300,9,6.21
OBBI,1/12/16 21:00,64.4,72.56,290,9,6.21
OBBI,1/12/16 22:00,62.6,77.29,290,13,6.21
OBBI,1/12/16 23:00,60.8,77.14,290,14,6.21
OBBI,1/13/16 0:00,60.8,72.2,290,15,6.21
OBBI,1/13/16 1:00,60.8,67.54,300,16,6.21
OBBI,1/13/16 2:00,59,67.33,290,15,4.97
OBBI,1/13/16 3:00,60.8,63.15,290,11,4.97
OBBI,1/13/16 4:00,60.8,72.2,310,11,6.21
OBBI,1/13/16 5:00,62.6,67.75,280,11,6.21
OBBI,1/13/16 6:00,60.8,67.54,280,11,6.21
OBBI,1/13/16 7:00,62.6,63.38,280,11,6.21
OBBI,1/13/16 8:00,62.6,67.75,290,15,6.21
OBBI,1/13/16 9:00,64.4,63.6,300,17,6.21
OBBI,1/13/16 10:00,64.4,59.5,290,17,6.21
OBBI,1/13/16 11:00,66.2,63.82,300,19,6.21
OBBI,1/13/16 12:00,64.4,63.6,300,19,6.21
OBBI,1/13/16 13:00,64.4,63.6,310,19,6.21
OBBI,1/13/16 14:00,62.6,67.75,310,18,6.21
OBBI,1/13/16 15:00,62.6,67.75,310,21,6.21
OBBI,1/13/16 16:00,62.6,72.38,300,19,6.21
OBBI,1/13/16 17:00,62.6,67.75,300,16,6.21
OBBI,1/13/16 18:00,62.6,63.38,310,18,6.21
OBBI,1/13/16 19:00,62.6,59.26,310,18,6.21
OBBI,1/13/16 20:00,62.6,63.38,310,17,6.21
OBBI,1/13/16 21:00,62.6,59.26,320,17,6.21
OBBI,1/13/16 22:00,62.6,67.75,310,14,6.21
OBBI,1/13/16 23:00,62.6,67.75,310,12,6.21
OBBI,1/14/16 0:00,60.8,77.14,290,9,6.21
OBBI,1/14/16 1:00,59,76.98,280,10,6.21
OBBI,1/14/16 2:00,59,76.98,280,9,6.21
OBBI,1/14/16 3:00,59,72.01,280,9,6.21
OBBI,1/14/16 4:00,59,76.98,290,11,5.59
OBBI,1/14/16 5:00,60.8,77.14,290,11,5.59
OBBI,1/14/16 6:00,60.8,72.2,290,12,6.21
OBBI,1/14/16 7:00,62.6,67.75,290,12,6.21
OBBI,1/14/16 8:00,62.6,67.75,290,13,6.21
OBBI,1/14/16 9:00,64.4,59.5,300,15,6.21
OBBI,1/14/16 10:00,66.2,55.88,300,17,6.21
OBBI,1/14/16 11:00,66.2,59.74,300,16,6.21
OBBI,1/14/16 12:00,66.2,63.82,320,16,6.21
OBBI,1/14/16 13:00,64.4,72.56,330,14,6.21
OBBI,1/14/16 14:00,64.4,72.56,310,14,6.21
OBBI,1/14/16 15:00,62.6,77.29,310,12,6.21
OBBI,1/14/16 16:00,62.6,82.5,300,12,5.59
OBBI,1/14/16 17:00,62.6,82.5,300,11,4.35
OBBI,1/14/16 18:00,62.6,72.38,310,8,4.35
OBBI,1/14/16 19:00,60.8,77.14,310,8,4.35
OBBI,1/14/16 20:00,60.8,77.14,310,8,4.35
OBBI,1/14/16 21:00,60.8,77.14,310,9,4.35
OBBI,1/14/16 22:00,60.8,82.37,280,6,4.35
OBBI,1/14/16 23:00,59,87.83,270,5,4.35
OBBI,1/15/16 0:00,59,87.83,270,6,4.35
OBBI,1/15/16 1:00,59,82.25,280,6,3.11
OBBI,1/15/16 2:00,59,82.25,280,5,3.11
OBBI,1/15/16 3:00,57.2,82.12,290,4,2.49
OBBI,1/15/16 4:00,57.2,82.12,270,3,2.49
OBBI,1/15/16 5:00,60.8,72.2,280,6,3.11
OBBI,1/15/16 6:00,60.8,77.14,290,6,3.11
OBBI,1/15/16 7:00,62.6,77.29,310,5,2.49
OBBI,1/15/16 8:00,64.4,67.95,260,7,3.73
OBBI,1/15/16 9:00,64.4,63.6,280,8,4.35
OBBI,1/15/16 10:00,64.4,67.95,300,8,4.97
OBBI,1/15/16 11:00,66.2,63.82,310,7,4.97
OBBI,1/15/16 12:00,66.2,63.82,310,6,6.21
OBBI,1/15/16 13:00,66.2,68.15,310,5,6.21
OBBI,1/15/16 14:00,64.4,72.56,310,4,6.21
OBBI,1/15/16 15:00,62.6,77.29,310,4,6.21
OBBI,1/15/16 16:00,62.6,77.29,310,3,6.21
OBBI,1/15/16 17:00,62.6,82.5,280,3,4.97
OBBI,1/15/16 18:00,62.6,82.5,260,3,4.35
OBBI,1/15/16 19:00,60.8,87.92,280,4,3.11
OBBI,1/15/16 20:00,60.8,87.92,300,3,3.11
OBBI,1/15/16 21:00,60.8,87.92,280,3,3.11
OBBI,1/15/16 22:00,60.8,87.92,270,3,3.11
OBBI,1/15/16 23:00,60.8,87.92,M,1,3.11
OBBI,1/16/16 0:00,59,93.74,230,2,3.11
OBBI,1/16/16 1:00,57.2,93.69,M,1,2.49
OBBI,1/16/16 2:00,57.2,93.69,250,2,1.55
OBBI,1/16/16 3:00,59,93.74,250,5,1.37
OBBI,1/16/16 4:00,59,93.74,250,5,0.81
OBBI,1/16/16 5:00,60.8,87.92,260,4,2.49
OBBI,1/16/16 6:00,62.6,77.29,270,7,4.35
OBBI,1/16/16 7:00,64.4,59.5,260,8,4.97
OBBI,1/16/16 8:00,66.2,52.25,280,9,5.59
OBBI,1/16/16 9:00,66.2,52.25,300,12,6.21
OBBI,1/16/16 10:00,66.2,59.74,310,12,6.21
OBBI,1/16/16 11:00,68,56.13,320,11,6.21
OBBI,1/16/16 12:00,68,59.97,310,11,6.21
OBBI,1/16/16 13:00,66.2,68.15,320,11,6.21
OBBI,1/16/16 14:00,66.2,68.15,320,11,6.21
OBBI,1/16/16 15:00,66.2,72.74,320,9,6.21
OBBI,1/16/16 16:00,64.4,88.09,310,9,4.97
OBBI,1/16/16 17:00,64.4,88.09,300,10,3.73
OBBI,1/16/16 18:00,64.4,88.09,300,9,3.73
OBBI,1/16/16 19:00,64.4,82.62,280,6,3.73
OBBI,1/16/16 20:00,64.4,82.62,290,8,3.73
OBBI,1/16/16 21:00,64.4,82.62,290,7,3.73
OBBI,1/16/16 22:00,62.6,88,280,7,3.73
OBBI,1/16/16 23:00,62.6,88,290,8,3.73
OBBI,1/17/16 0:00,62.6,93.83,290,9,3.11
OBBI,1/17/16 1:00,62.6,93.83,290,8,3.11
OBBI,1/17/16 2:00,62.6,93.83,290,8,3.11
OBBI,1/17/16 3:00,62.6,93.83,300,10,1.86
OBBI,1/17/16 4:00,62.6,93.83,300,11,1.37
OBBI,1/17/16 4:30,62.6,93.83,300,12,1.37
OBBI,1/17/16 5:00,62.6,93.83,300,13,1.37
OBBI,1/17/16 6:00,64.4,88.09,290,12,1.86
OBBI,1/17/16 7:00,66.2,82.74,290,12,2.49
OBBI,1/17/16 8:00,68,77.75,300,14,2.49
OBBI,1/17/16 9:00,68,77.75,300,14,3.11
OBBI,1/17/16 10:00,69.8,73.09,320,16,3.73
OBBI,1/17/16 11:00,69.8,73.09,320,15,4.35
OBBI,1/17/16 12:00,69.8,68.55,330,16,5.59
OBBI,1/17/16 13:00,68,72.92,320,15,5.59
OBBI,1/17/16 14:00,68,72.92,320,14,5.59
OBBI,1/17/16 15:00,66.2,77.6,320,12,4.97
OBBI,1/17/16 16:00,64.4,77.45,310,11,4.97
OBBI,1/17/16 17:00,64.4,77.45,300,13,4.97
OBBI,1/17/16 18:00,64.4,77.45,310,14,4.97
OBBI,1/17/16 19:00,64.4,72.56,310,13,4.97
OBBI,1/17/16 20:00,64.4,72.56,310,11,6.21
OBBI,1/17/16 21:00,62.6,82.5,290,9,6.21
OBBI,1/17/16 22:00,62.6,82.5,300,10,6.21
OBBI,1/17/16 23:00,62.6,82.5,300,10,6.21
OBBI,1/18/16 0:00,62.6,72.38,330,9,6.21
OBBI,1/18/16 1:00,62.6,72.38,330,8,6.21
OBBI,1/18/16 2:00,62.6,72.38,330,8,6.21
OBBI,1/18/16 3:00,62.6,72.38,330,7,6.21
OBBI,1/18/16 4:00,60.8,82.37,330,6,6.21
OBBI,1/18/16 5:00,64.4,72.56,330,6,6.21
OBBI,1/18/16 6:00,64.4,77.45,310,7,6.21
OBBI,1/18/16 7:00,66.2,72.74,280,5,5.59
OBBI,1/18/16 8:00,66.2,72.74,270,7,5.59
OBBI,1/18/16 9:00,68,64.04,300,8,4.97
OBBI,1/18/16 10:00,68,64.04,310,7,4.97
OBBI,1/18/16 11:00,68,68.35,310,8,4.97
OBBI,1/18/16 12:00,68,68.35,300,8,4.35
OBBI,1/18/16 13:00,68,59.97,340,7,4.35
OBBI,1/18/16 14:00,66.2,72.74,30,5,4.35
OBBI,1/18/16 15:00,64.4,82.62,340,3,4.35
OBBI,1/18/16 16:00,64.4,82.62,350,2,4.35
OBBI,1/18/16 17:00,64.4,82.62,300,3,4.35
OBBI,1/18/16 18:00,62.6,88,0,0,4.35
OBBI,1/18/16 19:00,62.6,88,M,1,4.35
OBBI,1/18/16 20:00,62.6,82.5,0,0,3.11
OBBI,1/18/16 21:00,60.8,87.92,0,0,3.11
OBBI,1/19/16 1:00,59,93.74,0,0,1.24
OBBI,1/19/16 2:00,55.4,93.65,M,1,1.24
OBBI,1/19/16 3:00,55.4,93.65,M,1,0.75
OBBI,1/19/16 4:00,59,93.74,200,2,0.75
OBBI,1/19/16 5:00,60.8,93.79,200,3,0.31
OBBI,1/19/16 6:00,59,93.74,170,3,0.06
OBBI,1/19/16 7:00,62.6,82.5,150,4,2.17
OBBI,1/19/16 8:00,66.2,68.15,150,4,2.49
OBBI,1/19/16 9:00,69.8,56.38,170,5,4.97
OBBI,1/19/16 10:00,69.8,56.38,200,6,6.21
OBBI,1/19/16 11:00,71.6,46.43,190,6,6.21
OBBI,1/19/16 12:00,71.6,53.03,190,5,6.21
OBBI,1/19/16 13:00,69.8,64.26,130,6,6.21
OBBI,1/19/16 14:00,64.4,88.09,80,3,4.97
OBBI,1/19/16 15:00,64.4,82.62,M,1,4.97
OBBI,1/19/16 16:00,66.2,68.15,70,3,6.21
OBBI,1/19/16 17:00,66.2,77.6,90,7,6.21
OBBI,1/19/16 18:00,64.4,82.62,110,5,4.97
OBBI,1/19/16 19:00,64.4,88.09,110,7,4.35
OBBI,1/19/16 20:00,64.4,88.09,120,7,4.35
OBBI,1/19/16 21:00,64.4,88.09,130,7,4.35
OBBI,1/19/16 22:00,64.4,88.09,130,5,4.35
OBBI,1/19/16 23:00,64.4,88.09,130,6,4.35
OBBI,1/20/16 0:00,64.4,88.09,M,2,4.35
OBBI,1/20/16 1:00,62.6,88,290,2,3.73
OBBI,1/20/16 2:00,59,93.74,0,0,3.11
OBBI,1/20/16 3:00,60.8,93.79,270,2,1.86
